video_path,label,video_id,dataset,qwen_keep_ratio,qwen_precheck_conf,charades_video_id,action_id,start_s,end_s
diving48/41/SbzcCzXjYSU_00036.mp4,reverse 1.5 somersaults in pike position,SbzcCzXjYSU_00036,diving48,,,,,,
diving48/43/rRw7peH60Yw_00007.mp4,reverse 2.5 somersaults in pike position,rRw7peH60Yw_00007,diving48,,,,,,
diving48/40/rRw7peH60Yw_00033.mp4,reverse 1.5 somersaults with 3.5 twists in free position,rRw7peH60Yw_00033,diving48,,,,,,
diving48/21/jMEYIEYkpY0_00021.mp4,forward 2.5 somersaults with 1 twist in pike position,jMEYIEYkpY0_00021,diving48,,,,,,
diving48/27/zmacW6f2Tdk_00058.mp4,backward 1.5 somersaults with 2.5 twists in free position,zmacW6f2Tdk_00058,diving48,,,,,,
diving48/8/yHo2oERGo7A_00055.mp4,backward 2.5 somersaults in tuck position,yHo2oERGo7A_00055,diving48,,,,,,
diving48/12/rRw7peH60Yw_00010.mp4,backward 3.5 somersaults in tuck position,rRw7peH60Yw_00010,diving48,,,,,,
diving48/1/SbzcCzXjYSU_00056.mp4,backward 1.5 somersaults with 1.5 twists in free position,SbzcCzXjYSU_00056,diving48,,,,,,
diving48/8/bSsVWVfYU4w_00165.mp4,inward 1.5 somersaults in tuck position,bSsVWVfYU4w_00165,diving48,,,,,,
diving48/19/bSsVWVfYU4w_00019.mp4,forward 1.5 somersaults in pike position,bSsVWVfYU4w_00019,diving48,,,,,,
diving48/35/qD3IMtAanSg_00096.mp4,inward 3.5 somersaults in tuck position,qD3IMtAanSg_00096,diving48,,,,,,
diving48/31/bSsVWVfYU4w_00029.mp4,inward 1.5 somersaults in pike position,bSsVWVfYU4w_00029,diving48,,,,,,
diving48/15/sFO6XlfgxNQ_00048.mp4,backward dive (no somersault) in pike position,sFO6XlfgxNQ_00048,diving48,,,,,,
diving48/27/zmacW6f2Tdk_00010.mp4,forward 3.5 somersaults in tuck position,zmacW6f2Tdk_00010,diving48,,,,,,
diving48/25/L2tKML4URG8_00002.mp4,forward 2.5 somersaults in tuck position,L2tKML4URG8_00002,diving48,,,,,,
diving48/10/qD3IMtAanSg_00116.mp4,backward 3.5 somersaults in pike position,qD3IMtAanSg_00116,diving48,,,,,,
diving48/46/Le6xdQ2OO8w_00112.mp4,inward dive (no somersault) in pike position,Le6xdQ2OO8w_00112,diving48,,,,,,
diving48/3/Jud-06v5Ghw_00000.mp4,backward 1.5 somersaults in pike position,Jud-06v5Ghw_00000,diving48,,,,,,
diving48/45/qD3IMtAanSg_00100.mp4,backward 2 somersaults with 2.5 twists in free position,qD3IMtAanSg_00100,diving48,,,,,,
diving48/22/XfCaMLlyj9I_00159.mp4,forward 2.5 somersaults with 2 twists in pike position,XfCaMLlyj9I_00159,diving48,,,,,,
diving48/11/qD3IMtAanSg_00058.mp4,forward 4.5 somersaults in tuck position,qD3IMtAanSg_00058,diving48,,,,,,
diving48/23/XfCaMLlyj9I_00120.mp4,forward 2.5 somersaults with 3 twists in pike position,XfCaMLlyj9I_00120,diving48,,,,,,
diving48/44/TMJ1XIZBRW4_00056.mp4,reverse 2.5 somersaults in tuck position,TMJ1XIZBRW4_00056,diving48,,,,,,
diving48/26/sFO6XlfgxNQ_00074.mp4,forward 3.5 somersaults in pike position,sFO6XlfgxNQ_00074,diving48,,,,,,
diving48/3/MbzIpx8kAD0_00068.mp4,forward 1.5 somersaults with 2 twists in free position,MbzIpx8kAD0_00068,diving48,,,,,,
diving48/33/jMEYIEYkpY0_00075.mp4,inward 2.5 somersaults in pike position,jMEYIEYkpY0_00075,diving48,,,,,,
diving48/17/bSsVWVfYU4w_00090.mp4,reverse 1.5 somersaults with 0.5 twist in free position,bSsVWVfYU4w_00090,diving48,,,,,,
diving48/20/CVAfPfVFulQ_00033.mp4,forward 1 somersault in pike position,CVAfPfVFulQ_00033,diving48,,,,,,
diving48/0/bl0C6d9QgIg_00024.mp4,backward 1.5 somersaults with 0.5 twist in free position,bl0C6d9QgIg_00024,diving48,,,,,,
diving48/34/Le6xdQ2OO8w_00248.mp4,backward 1.5 somersaults in tuck position,Le6xdQ2OO8w_00248,diving48,,,,,,
diving48/16/bl0C6d9QgIg_00013.mp4,backward dive (no somersault) in tuck position,bl0C6d9QgIg_00013,diving48,,,,,,
diving48/8/Le6xdQ2OO8w_00178.mp4,inward 2.5 somersaults in tuck position,Le6xdQ2OO8w_00178,diving48,,,,,,
diving48/35/k71Cc-Sm-Mg_00065.mp4,reverse 3.5 somersaults in tuck position,k71Cc-Sm-Mg_00065,diving48,,,,,,
diving48/26/k71Cc-Sm-Mg_00179.mp4,reverse 2.5 somersaults with 1.5 twists in pike position,k71Cc-Sm-Mg_00179,diving48,,,,,,
diving48/17/XfCaMLlyj9I_00056.mp4,forward 1.5 somersaults with 1 twist in free position,XfCaMLlyj9I_00056,diving48,,,,,,
diving48/31/Le6xdQ2OO8w_00162.mp4,forward 2.5 somersaults in pike position,Le6xdQ2OO8w_00162,diving48,,,,,,
diving48/39/yHo2oERGo7A_00095.mp4,reverse 1.5 somersaults with 2.5 twists in free position,yHo2oERGo7A_00095,diving48,,,,,,
diving48/7/XfCaMLlyj9I_00112.mp4,backward 2.5 somersaults in pike position,XfCaMLlyj9I_00112,diving48,,,,,,
diving48/5/zBXtMcI41z8_00034.mp4,backward 2.5 somersaults with 1.5 twists in pike position,zBXtMcI41z8_00034,diving48,,,,,,
diving48/46/XfCaMLlyj9I_00041.mp4,reverse dive (no somersault) in pike position,XfCaMLlyj9I_00041,diving48,,,,,,
diving48/28/qD3IMtAanSg_00074.mp4,backward 2.5 somersaults with 2.5 twists in pike position,qD3IMtAanSg_00074,diving48,,,,,,
diving48/47/bSsVWVfYU4w_00074.mp4,reverse dive (no somersault) in tuck position,bSsVWVfYU4w_00074,diving48,,,,,,
diving48/29/mGRum47TLX0_00004.mp4,forward dive (no somersault) in pike position,mGRum47TLX0_00004,diving48,,,,,,
diving48/13/qD3IMtAanSg_00009.mp4,backward 3 somersaults in pike position,qD3IMtAanSg_00009,diving48,,,,,,
diving48/41/sRA_iEJGHtU_00002.mp4,reverse 1.5 somersaults in pike position,sRA_iEJGHtU_00002,diving48,,,,,,
diving48/43/SbzcCzXjYSU_00045.mp4,reverse 2.5 somersaults in pike position,SbzcCzXjYSU_00045,diving48,,,,,,
diving48/24/bSsVWVfYU4w_00107.mp4,forward 2.5 somersaults with 1 twist in pike position,bSsVWVfYU4w_00107,diving48,,,,,,
diving48/2/rRw7peH60Yw_00032.mp4,backward 1.5 somersaults with 2.5 twists in free position,rRw7peH60Yw_00032,diving48,,,,,,
diving48/32/Le6xdQ2OO8w_00254.mp4,backward 2.5 somersaults in tuck position,Le6xdQ2OO8w_00254,diving48,,,,,,
diving48/12/sFO6XlfgxNQ_00100.mp4,backward 3.5 somersaults in tuck position,sFO6XlfgxNQ_00100,diving48,,,,,,
diving48/31/MbzIpx8kAD0_00065.mp4,backward 1.5 somersaults with 1.5 twists in free position,MbzIpx8kAD0_00065,diving48,,,,,,
diving48/1/MbzIpx8kAD0_00064.mp4,inward 1.5 somersaults in tuck position,MbzIpx8kAD0_00064,diving48,,,,,,
diving48/19/mGRum47TLX0_00001.mp4,forward 1.5 somersaults in pike position,mGRum47TLX0_00001,diving48,,,,,,
diving48/23/k71Cc-Sm-Mg_00143.mp4,inward 3.5 somersaults in tuck position,k71Cc-Sm-Mg_00143,diving48,,,,,,
diving48/31/TMJ1XIZBRW4_00017.mp4,inward 1.5 somersaults in pike position,TMJ1XIZBRW4_00017,diving48,,,,,,
diving48/15/k71Cc-Sm-Mg_00002.mp4,backward dive (no somersault) in pike position,k71Cc-Sm-Mg_00002,diving48,,,,,,
diving48/27/jMEYIEYkpY0_00009.mp4,forward 3.5 somersaults in tuck position,jMEYIEYkpY0_00009,diving48,,,,,,
diving48/34/Le6xdQ2OO8w_00250.mp4,forward 2.5 somersaults in tuck position,Le6xdQ2OO8w_00250,diving48,,,,,,
diving48/45/qD3IMtAanSg_00112.mp4,backward 3.5 somersaults in pike position,qD3IMtAanSg_00112,diving48,,,,,,
diving48/36/TMJ1XIZBRW4_00006.mp4,inward dive (no somersault) in pike position,TMJ1XIZBRW4_00006,diving48,,,,,,
diving48/4/Le6xdQ2OO8w_00228.mp4,backward 1.5 somersaults in pike position,Le6xdQ2OO8w_00228,diving48,,,,,,
diving48/10/qD3IMtAanSg_00005.mp4,backward 2 somersaults with 2.5 twists in free position,qD3IMtAanSg_00005,diving48,,,,,,
diving48/22/rRw7peH60Yw_00009.mp4,forward 2.5 somersaults with 2 twists in pike position,rRw7peH60Yw_00009,diving48,,,,,,
diving48/28/XfCaMLlyj9I_00132.mp4,forward 4.5 somersaults in tuck position,XfCaMLlyj9I_00132,diving48,,,,,,
diving48/23/zBXtMcI41z8_00064.mp4,forward 2.5 somersaults with 3 twists in pike position,zBXtMcI41z8_00064,diving48,,,,,,
diving48/27/bSsVWVfYU4w_00123.mp4,reverse 2.5 somersaults in tuck position,bSsVWVfYU4w_00123,diving48,,,,,,
diving48/26/sFO6XlfgxNQ_00059.mp4,forward 3.5 somersaults in pike position,sFO6XlfgxNQ_00059,diving48,,,,,,
diving48/8/bSsVWVfYU4w_00116.mp4,forward 1.5 somersaults with 2 twists in free position,bSsVWVfYU4w_00116,diving48,,,,,,
diving48/33/SbzcCzXjYSU_00042.mp4,inward 2.5 somersaults in pike position,SbzcCzXjYSU_00042,diving48,,,,,,
diving48/17/bSsVWVfYU4w_00091.mp4,reverse 1.5 somersaults with 0.5 twist in free position,bSsVWVfYU4w_00091,diving48,,,,,,
diving48/30/sexZ6VnZ9yc_00001.mp4,forward 1 somersault in pike position,sexZ6VnZ9yc_00001,diving48,,,,,,
diving48/24/bSsVWVfYU4w_00135.mp4,backward 1.5 somersaults with 0.5 twist in free position,bSsVWVfYU4w_00135,diving48,,,,,,
diving48/32/bSsVWVfYU4w_00126.mp4,backward 1.5 somersaults in tuck position,bSsVWVfYU4w_00126,diving48,,,,,,
diving48/16/zBXtMcI41z8_00101.mp4,backward dive (no somersault) in tuck position,zBXtMcI41z8_00101,diving48,,,,,,
diving48/34/jMEYIEYkpY0_00017.mp4,inward 2.5 somersaults in tuck position,jMEYIEYkpY0_00017,diving48,,,,,,
diving48/45/zBXtMcI41z8_00062.mp4,reverse 3.5 somersaults in tuck position,zBXtMcI41z8_00062,diving48,,,,,,
diving48/0/Le6xdQ2OO8w_00134.mp4,forward 1.5 somersaults with 1 twist in free position,Le6xdQ2OO8w_00134,diving48,,,,,,
diving48/34/bSsVWVfYU4w_00141.mp4,forward 2.5 somersaults in pike position,bSsVWVfYU4w_00141,diving48,,,,,,
diving48/31/cs8g1es4vfM_00044.mp4,reverse 1.5 somersaults with 2.5 twists in free position,cs8g1es4vfM_00044,diving48,,,,,,
diving48/26/k71Cc-Sm-Mg_00041.mp4,backward 2.5 somersaults in pike position,k71Cc-Sm-Mg_00041,diving48,,,,,,
diving48/5/sFO6XlfgxNQ_00123.mp4,backward 2.5 somersaults with 1.5 twists in pike position,sFO6XlfgxNQ_00123,diving48,,,,,,
diving48/46/CVAfPfVFulQ_00034.mp4,reverse dive (no somersault) in pike position,CVAfPfVFulQ_00034,diving48,,,,,,
diving48/6/qD3IMtAanSg_00022.mp4,backward 2.5 somersaults with 2.5 twists in pike position,qD3IMtAanSg_00022,diving48,,,,,,
diving48/15/Le6xdQ2OO8w_00061.mp4,reverse dive (no somersault) in tuck position,Le6xdQ2OO8w_00061,diving48,,,,,,
diving48/29/bSsVWVfYU4w_00009.mp4,forward dive (no somersault) in pike position,bSsVWVfYU4w_00009,diving48,,,,,,
diving48/35/qD3IMtAanSg_00137.mp4,backward 3 somersaults in pike position,qD3IMtAanSg_00137,diving48,,,,,,
diving48/41/cs8g1es4vfM_00007.mp4,reverse 1.5 somersaults in pike position,cs8g1es4vfM_00007,diving48,,,,,,
diving48/43/zmacW6f2Tdk_00054.mp4,reverse 2.5 somersaults in pike position,zmacW6f2Tdk_00054,diving48,,,,,,
diving48/17/XfCaMLlyj9I_00058.mp4,forward 2.5 somersaults with 1 twist in pike position,XfCaMLlyj9I_00058,diving48,,,,,,
diving48/8/TMJ1XIZBRW4_00051.mp4,backward 2.5 somersaults in tuck position,TMJ1XIZBRW4_00051,diving48,,,,,,
diving48/12/zBXtMcI41z8_00051.mp4,backward 3.5 somersaults in tuck position,zBXtMcI41z8_00051,diving48,,,,,,
diving48/39/cs8g1es4vfM_00042.mp4,backward 1.5 somersaults with 1.5 twists in free position,cs8g1es4vfM_00042,diving48,,,,,,
diving48/32/mGRum47TLX0_00060.mp4,inward 1.5 somersaults in tuck position,mGRum47TLX0_00060,diving48,,,,,,
diving48/19/MbzIpx8kAD0_00005.mp4,forward 1.5 somersaults in pike position,MbzIpx8kAD0_00005,diving48,,,,,,
diving48/35/sFO6XlfgxNQ_00069.mp4,inward 3.5 somersaults in tuck position,sFO6XlfgxNQ_00069,diving48,,,,,,
diving48/26/k71Cc-Sm-Mg_00165.mp4,inward 1.5 somersaults in pike position,k71Cc-Sm-Mg_00165,diving48,,,,,,
diving48/15/MbzIpx8kAD0_00034.mp4,backward dive (no somersault) in pike position,MbzIpx8kAD0_00034,diving48,,,,,,
diving48/27/jMEYIEYkpY0_00059.mp4,forward 3.5 somersaults in tuck position,jMEYIEYkpY0_00059,diving48,,,,,,
diving48/25/L2tKML4URG8_00003.mp4,forward 2.5 somersaults in tuck position,L2tKML4URG8_00003,diving48,,,,,,
diving48/45/qD3IMtAanSg_00045.mp4,backward 3.5 somersaults in pike position,qD3IMtAanSg_00045,diving48,,,,,,
diving48/46/Le6xdQ2OO8w_00101.mp4,inward dive (no somersault) in pike position,Le6xdQ2OO8w_00101,diving48,,,,,,
diving48/32/Le6xdQ2OO8w_00229.mp4,backward 1.5 somersaults in pike position,Le6xdQ2OO8w_00229,diving48,,,,,,
diving48/45/qD3IMtAanSg_00098.mp4,backward 2 somersaults with 2.5 twists in free position,qD3IMtAanSg_00098,diving48,,,,,,
diving48/46/k71Cc-Sm-Mg_00148.mp4,forward 2.5 somersaults with 2 twists in pike position,k71Cc-Sm-Mg_00148,diving48,,,,,,
diving48/28/k71Cc-Sm-Mg_00108.mp4,forward 4.5 somersaults in tuck position,k71Cc-Sm-Mg_00108,diving48,,,,,,
diving48/23/zBXtMcI41z8_00063.mp4,forward 2.5 somersaults with 3 twists in pike position,zBXtMcI41z8_00063,diving48,,,,,,
diving48/44/zmacW6f2Tdk_00023.mp4,reverse 2.5 somersaults in tuck position,zmacW6f2Tdk_00023,diving48,,,,,,
diving48/35/k71Cc-Sm-Mg_00055.mp4,forward 3.5 somersaults in pike position,k71Cc-Sm-Mg_00055,diving48,,,,,,
diving48/18/yHo2oERGo7A_00090.mp4,forward 1.5 somersaults with 2 twists in free position,yHo2oERGo7A_00090,diving48,,,,,,
diving48/33/roFeEJPgJD8_00030.mp4,inward 2.5 somersaults in pike position,roFeEJPgJD8_00030,diving48,,,,,,
diving48/4/bSsVWVfYU4w_00156.mp4,forward 1 somersault in pike position,bSsVWVfYU4w_00156,diving48,,,,,,
diving48/0/Le6xdQ2OO8w_00130.mp4,backward 1.5 somersaults with 0.5 twist in free position,Le6xdQ2OO8w_00130,diving48,,,,,,
diving48/32/Le6xdQ2OO8w_00253.mp4,backward 1.5 somersaults in tuck position,Le6xdQ2OO8w_00253,diving48,,,,,,
diving48/16/Le6xdQ2OO8w_00029.mp4,backward dive (no somersault) in tuck position,Le6xdQ2OO8w_00029,diving48,,,,,,
